,seed,primary_length,Jv,k0,surface,length,axfold,radfold,delta,nude_length,integral_diff,0.01,0.02,0.03,0.045,0.06,0.08
480,9009581,0.06,0.00961486605309,327.6558,0.000240104638019,0.8888,1.0,1.0,0.002,0.025,-0.0015871641529200003,8,17,12,11,10,6
481,66480571,0.06,0.00674113139238,327.6558,0.000176248060255,0.5979,1.0,1.0,0.002,0.03,-0.000329264582533,6,13,13,11,3,2
482,37395479,0.06,0.00840653035865,327.6558,0.000177128585844,0.6115,1.0,1.0,0.002,0.035,-0.00202228887588,8,16,14,7,3,1
532,98178845,0.07,0.0070856784140600005,327.6558,0.00017160704825999997,0.5714,1.0,1.0,0.002,0.005,-0.00370363666071,6,12,12,10,4,1
533,20696502,0.07,0.0100111685547,327.6558,0.00027602937833099995,0.9985,1.0,1.0,0.002,0.01,-0.000291944907517,8,17,19,17,9,3
534,7472575,0.07,0.0072549782798900005,327.6558,0.000157783412266,0.5184,1.0,1.0,0.002,0.015,-0.00529489307619,6,11,11,5,4,1
535,57465672,0.07,0.008464397042970001,327.6558,0.00021385688272599997,0.7752,1.0,1.0,0.002,0.02,-0.00575600031434,8,12,9,14,10,4
536,34465075,0.07,0.00910841793398,327.6558,0.000300533235543,1.105,1.0,1.0,0.002,0.025,0.0016800838422199999,7,16,28,15,12,3
537,55732064,0.07,0.00681699061946,327.6558,0.00016150255531299998,0.5333,1.0,1.0,0.002,0.03,-0.00469102614087,6,11,13,6,4,1
538,60458935,0.07,0.00804087870392,327.6558,0.000179273162653,0.6029,1.0,1.0,0.002,0.035,-0.0040799645047600005,8,15,14,6,3,1
588,39189207,0.08,0.00515481987796,327.6558,0.00012510412566,0.3732,1.0,1.0,0.002,0.005,-0.00659019648443,4,5,7,8,3,1
589,37957405,0.08,0.010973584230899999,327.6558,0.00038079828890400007,1.3748,1.0,1.0,0.002,0.01,0.00358263663014,9,18,23,25,13,4
590,40699854,0.08,0.005916271169180001,327.6558,0.000127037587443,0.3808,1.0,1.0,0.002,0.015,-0.00720180163352,5,9,8,5,3,1
591,33246969,0.08,0.0086642850444,327.6558,0.00028288445916500003,0.995,1.0,1.0,0.002,0.02,-0.00011591730402299998,6,16,27,15,8,3
592,94258645,0.08,0.00474428349062,327.6558,0.000125048707966,0.37200000000000005,1.0,1.0,0.002,0.025,-0.00598680810082,5,4,7,8,5,1
593,85294381,0.08,0.010130841819799999,327.6558,0.00028562825079,1.0516,1.0,1.0,0.002,0.03,-0.0035523974318,7,15,19,15,12,6
594,57141428,0.08,0.007653652259880001,327.6558,0.00017842210520400005,0.6014,1.0,1.0,0.002,0.035,-0.00512607248514,7,13,11,13,5,2
644,1937028,0.09,0.0112874869493,327.6558,0.000372336886613,1.3561,1.0,1.0,0.002,0.005,-0.000156296346795,9,17,26,18,15,8
645,87856182,0.09,0.0059993677348,327.6558,0.00015554471334099998,0.4672,1.0,1.0,0.002,0.01,-0.005007090598140001,5,8,7,7,8,1
646,24160605,0.09,0.008711556191620002,327.6558,0.000235601730437,0.762,1.0,1.0,0.002,0.015,-0.00197013502862,6,15,9,10,12,3
647,34907719,0.09,0.0115633784246,327.6558,0.00032314506229500005,1.1697,1.0,1.0,0.002,0.02,-0.0029173800987000002,7,16,19,17,14,8
648,58968318,0.09,0.0119976940425,327.6558,0.0003900551550199999,1.4741,1.0,1.0,0.002,0.025,-0.00045338063650699997,9,22,26,22,16,9
649,83139371,0.09,0.0078236135344,327.6558,0.000232833924477,0.7591,1.0,1.0,0.002,0.03,-0.0018627737921899999,5,12,16,11,6,3
650,62433597,0.09,0.00886385441481,327.6558,0.000199607937918,0.6462,1.0,1.0,0.002,0.035,-0.00483785554094,7,18,14,7,7,1
700,42099336,0.04,0.00532287527992,327.6558,9.33489071176e-05,0.3088,1.0,1.0,0.002,0.005,-0.00270652877352,5,13,7,1,1,0
701,67860677,0.04,0.00721856210503,327.6558,0.000133760721385,0.4715,1.0,1.0,0.002,0.01,-2.71716203244e-05,8,12,12,7,1,1
702,82351738,0.04,0.006504714727520001,327.6558,0.000126214678663,0.4397,1.0,1.0,0.002,0.015,-0.000336391514752,7,12,13,2,2,1
703,15081713,0.04,0.0031404489689999997,327.6558,4.93657303214e-05,0.1432,1.0,1.0,0.002,0.02,-0.006192931999939999,3,5,4,1,0,0
704,66593118,0.04,0.005780835913140001,327.6558,0.000115448252144,0.3879,1.0,1.0,0.002,0.025,-0.000328454153188,5,11,7,5,2,1
705,47716191,0.04,0.006511810509330001,327.6558,0.000121713530373,0.4156,1.0,1.0,0.002,0.03,-0.00171946350243,6,11,10,7,2,1
706,96193058,0.04,0.00559421994359,327.6558,9.96449729547e-05,0.3267,1.0,1.0,0.002,0.035,-0.00210009569696,5,7,9,3,2,1
756,24515560,0.05,0.007711896331720001,327.6558,0.00015158234819100003,0.5221,1.0,1.0,0.002,0.005,-0.00141904307601,9,14,10,5,3,1
757,51409538,0.05,0.009063119708860002,327.6558,0.000198832090196,0.7434,1.0,1.0,0.002,0.01,-0.0029295225744299996,8,14,16,11,5,2
758,92566913,0.05,0.005741678821600001,327.6558,9.85814810096e-05,0.3,1.0,1.0,0.002,0.015,-0.0034445242416,5,9,9,2,0,0
759,97766351,0.05,0.00882169761385,327.6558,0.000221409258898,0.8391,1.0,1.0,0.002,0.02,-0.00222767770474,7,14,15,10,10,3
760,69015282,0.05,0.00585173850584,327.6558,0.000117568198866,0.3842,1.0,1.0,0.002,0.025,-0.00187698030428,5,11,12,3,1,1
761,84565668,0.05,0.00592199951447,327.6558,0.00011028077205199999,0.3386,1.0,1.0,0.002,0.03,-0.00149242514735,5,9,7,4,1,0
762,48799968,0.05,0.00701201233831,327.6558,0.000135625130961,0.4394,1.0,1.0,0.002,0.035,0.000993466109805,7,13,11,4,2,0
812,23826269,0.06,0.00603456959238,327.6558,0.00015611296462,0.5298,1.0,1.0,0.002,0.005,-0.0022682631455,4,13,13,7,3,2
813,82938246,0.06,0.00848403884291,327.6558,0.000183682651836,0.6619,1.0,1.0,0.002,0.01,-0.0056569613035,8,12,11,7,6,3
814,17101274,0.06,0.00596268130234,327.6558,0.00012245903031,0.3835,1.0,1.0,0.002,0.015,-0.00397598850768,5,12,9,5,2,0
815,44681225,0.06,0.006478624492939999,327.6558,0.000126772374191,0.4033,1.0,1.0,0.002,0.02,-0.00419564685504,7,10,8,4,2,0
816,63861498,0.06,0.00845318815731,327.6558,0.00019148176869599997,0.6604,1.0,1.0,0.002,0.025,-0.0011992589961300002,9,19,14,6,4,2
817,72881735,0.06,0.00765653409325,327.6558,0.00019490842946700003,0.6853,1.0,1.0,0.002,0.03,-0.0012687804078900002,7,14,13,10,6,1
818,20867853,0.06,0.009037035723299999,327.6558,0.000217754373988,0.7912,1.0,1.0,0.002,0.035,-0.00267498425923,6,14,15,13,10,3
868,13352868,0.07,0.00893625557631,327.6558,0.000245823656117,0.87,1.0,1.0,0.002,0.005,-0.0014310528154200001,8,18,18,13,7,2
869,41227099,0.07,0.00830650822886,327.6558,0.000225226746362,0.7776,1.0,1.0,0.002,0.01,-0.000307727018187,7,17,20,8,5,2
870,23141571,0.07,0.0072822959536000004,327.6558,0.000161668808396,0.551,1.0,1.0,0.002,0.015,-0.00574788020283,7,15,14,7,3,1
871,33781888,0.07,0.00755107143727,327.6558,0.00019388496141299998,0.6761,1.0,1.0,0.002,0.02,-0.00278616973525,6,12,15,10,5,2
872,87965458,0.07,0.00714881273497,327.6558,0.000220420800752,0.7609999999999999,1.0,1.0,0.002,0.025,0.000135531781361,6,12,14,12,8,2
873,52678097,0.07,0.00542243438951,327.6558,0.00012664482552899998,0.3881,1.0,1.0,0.002,0.03,-0.00433781840041,5,10,7,8,3,0
874,34512941,0.07,0.006914667055350001,327.6558,0.00019367868443900002,0.6463,1.0,1.0,0.002,0.035,-0.0015936586663,6,14,15,12,4,2
924,37258205,0.08,0.00563893019693,327.6558,0.00013713592286899998,0.4145,1.0,1.0,0.002,0.005,-0.0061668659528,5,11,9,6,3,1
925,88613157,0.08,0.00726548292663,327.6558,0.00019844636544999998,0.6644,1.0,1.0,0.002,0.01,-0.0028034599318,6,12,16,9,6,3
926,58845761,0.08,0.007306500135999999,327.6558,0.00020832303009799997,0.6837,1.0,1.0,0.002,0.015,-0.0021328936557299997,6,12,12,12,5,2
927,12898691,0.08,0.0072600859814,327.6558,0.000256440982649,0.8993,1.0,1.0,0.002,0.02,-0.00196537558771,5,12,22,15,7,5
928,46727127,0.08,0.010121601340000001,327.6558,0.00033144390601499995,1.2061,1.0,1.0,0.002,0.025,0.0006462542719199999,9,15,20,23,14,6
929,47183891,0.08,0.0058345962668,327.6558,0.00014692638221399997,0.4442,1.0,1.0,0.002,0.03,-0.00417572891862,5,7,7,10,2,1
930,17534601,0.08,0.0068413482733900004,327.6558,0.000170035560783,0.5402,1.0,1.0,0.002,0.035,-0.00430211310843,7,9,12,8,3,2
980,53094440,0.09,0.0065182286175200005,327.6558,0.00018930948303999998,0.5904,1.0,1.0,0.002,0.005,-0.00330217378752,4,10,10,10,8,3
981,87682927,0.09,0.0074698969993999996,327.6558,0.00022891774073900004,0.7675,1.0,1.0,0.002,0.01,-0.0032744398381199997,5,9,14,11,10,2
982,19958734,0.09,0.012257030360299999,327.6558,0.00034879113976300004,1.2971,1.0,1.0,0.002,0.015,-0.0027314677281,8,17,23,18,18,5
983,17978215,0.09,0.010935147393200001,327.6558,0.000346043037873,1.2424,1.0,1.0,0.002,0.02,0.00109410230023,7,18,17,14,12,10
984,16691000,0.09,0.00786584650393,327.6558,0.00022548492244599998,0.7277,1.0,1.0,0.002,0.025,-0.0013198687865999998,4,14,17,11,7,4
985,62352205,0.09,0.008927686045049999,327.6558,0.000207455699198,0.6956,1.0,1.0,0.002,0.03,-0.0059917647964699994,7,11,10,11,7,3
986,65287676,0.09,0.0073780057597600006,327.6558,0.000167111617668,0.5303,1.0,1.0,0.002,0.035,-0.0059066047656800005,8,11,10,6,5,2
1036,86025785,0.04,0.010621734744599999,327.6558,0.000245999101501,0.9632,1.0,1.0,0.002,0.005,0.00106635028113,10,18,19,14,6,5
1037,94455134,0.04,0.00487006692112,327.6558,8.31120274559e-05,0.2562,1.0,1.0,0.002,0.01,-0.000935773635524,5,8,4,3,0,0
1038,50969691,0.04,0.00619443198346,327.6558,0.00010748349795299999,0.3674,1.0,1.0,0.002,0.015,-0.00360742121291,7,12,8,3,2,1
1039,22525556,0.04,0.00607860875213,327.6558,0.00012167042772200001,0.4124,1.0,1.0,0.002,0.02,0.00106563345337,5,10,11,4,2,1
1040,94285761,0.04,0.00698793758916,327.6558,0.00013804943518,0.498,1.0,1.0,0.002,0.025,-0.000495038826081,7,11,10,9,1,1
1041,65844473,0.04,0.005640415195279999,327.6558,9.63014387253e-05,0.3006,1.0,1.0,0.002,0.03,-0.0006639547100259999,6,11,6,2,1,0
1042,99646601,0.04,0.008589115175159999,327.6558,0.00019164450319599996,0.7151,1.0,1.0,0.002,0.035,0.0008978480569739999,8,14,13,8,7,3
1092,91219752,0.05,0.00462060064893,327.6558,7.63374342259e-05,0.2273,1.0,1.0,0.002,0.005,-0.00708586531078,5,6,6,2,0,0
1093,12944646,0.05,0.00515702422395,327.6558,8.69499227053e-05,0.2651,1.0,1.0,0.002,0.01,-0.00533357726016,5,7,7,4,1,0
1094,93616363,0.05,0.00624659798602,327.6558,0.000120942520704,0.4041,1.0,1.0,0.002,0.015,-0.00397206288351,7,12,9,5,1,1
1095,74643115,0.05,0.005628648030279999,327.6558,0.00010420637699200001,0.3237,1.0,1.0,0.002,0.02,-0.00309172439509,6,8,10,3,1,0
1096,76997968,0.05,0.005695121882710001,327.6558,0.000120807055229,0.3871,1.0,1.0,0.002,0.025,-0.00116613522721,6,12,11,4,2,0
1097,37221769,0.05,0.0055225410253500005,327.6558,9.34399504727e-05,0.2839,1.0,1.0,0.002,0.03,-0.00456345359395,5,7,7,5,0,0
1098,25102343,0.05,0.0038457225094499998,327.6558,5.91517914374e-05,0.1707,1.0,1.0,0.002,0.035,-0.00859502013271,4,4,4,1,0,0
1148,22332505,0.06,0.00789434126938,327.6558,0.00018702680181799998,0.684,1.0,1.0,0.002,0.005,-0.00553840599586,6,9,13,12,4,4
1149,39738179,0.06,0.009447270061809999,327.6558,0.00027061823631299996,0.9640000000000001,1.0,1.0,0.002,0.01,0.0033187654018899996,9,18,23,13,8,3
1150,16441332,0.06,0.00626735276871,327.6558,0.00012385986647399998,0.41100000000000003,1.0,1.0,0.002,0.015,-0.00679449201031,6,10,7,5,2,1
1151,11384291,0.06,0.00792248980421,327.6558,0.000160133518349,0.5643,1.0,1.0,0.002,0.02,-0.0059436213561,7,11,12,7,3,1
1152,28575801,0.06,0.00755272610408,327.6558,0.00018528422320500003,0.6241,1.0,1.0,0.002,0.025,0.000117345143456,7,16,15,9,4,1
1153,97137213,0.06,0.00593631251407,327.6558,0.00012095659503899999,0.392,1.0,1.0,0.002,0.03,-0.00450857027628,6,8,10,6,2,0
1154,43621301,0.06,0.00720268143732,327.6558,0.00020542855512300002,0.6967,1.0,1.0,0.002,0.035,0.00248779269434,6,16,15,12,7,1
1204,37907519,0.07,0.00615211109364,327.6558,0.000162219906579,0.5146,1.0,1.0,0.002,0.005,-0.0014619278069000002,4,8,8,12,5,0
1205,73529329,0.07,0.00577322710162,327.6558,0.00015206307469799998,0.4973,1.0,1.0,0.002,0.01,-0.00469087322957,5,8,12,9,5,1
1206,1544900,0.07,0.00606345486726,327.6558,0.00014288836751299996,0.4354,1.0,1.0,0.002,0.015,-0.00303359814421,5,9,12,9,1,0
1207,7129329,0.07,0.011247018024600002,327.6558,0.00032232716749699996,1.1875,1.0,1.0,0.002,0.02,0.00131877695202,9,20,28,17,11,3
1208,94070871,0.07,0.009051230439120001,327.6558,0.000230269756553,0.7911,1.0,1.0,0.002,0.025,0.0005163041931640001,11,20,19,9,5,2
1209,72495,0.07,0.00677736077712,327.6558,0.00015500637002399998,0.4957,1.0,1.0,0.002,0.03,-0.004538789189850001,8,11,8,8,4,0
1210,39789986,0.07,0.00610392031666,327.6558,0.000137460512222,0.419,1.0,1.0,0.002,0.035,-0.00436811469254,5,8,10,7,2,0
1260,85527368,0.08,0.00755046123134,327.6558,0.000187381299133,0.6326,1.0,1.0,0.002,0.005,-0.00498006913489,7,13,14,11,4,2
1261,86972161,0.08,0.006965044972430001,327.6558,0.00016877942637600002,0.557,1.0,1.0,0.002,0.01,-0.00599669201506,5,11,11,11,3,2
1262,6138204,0.08,0.009109748018209999,327.6558,0.00030172524375999995,1.111,1.0,1.0,0.002,0.015,-0.00159454585884,6,13,16,16,12,8
1263,79179213,0.08,0.00985504182463,327.6558,0.00035807395543500004,1.2979,1.0,1.0,0.002,0.02,0.00290576822471,9,14,25,23,11,5
1264,80447649,0.08,0.00616391722331,327.6558,0.0001762546576,0.5595,1.0,1.0,0.002,0.025,-0.00426958232625,5,9,11,7,7,2
1265,67277847,0.08,0.0075097248844700005,327.6558,0.00019764280888099998,0.638,1.0,1.0,0.002,0.03,-0.00259426545895,6,9,12,11,8,2
1266,22763980,0.08,0.00679383629225,327.6558,0.000181488550961,0.5714,1.0,1.0,0.002,0.035,-0.00324010145386,6,12,11,9,5,1
1316,78335397,0.09,0.00919552929269,327.6558,0.000275370083697,0.9446,1.0,1.0,0.002,0.005,-0.0020028346107,7,14,21,15,12,4
1317,43444563,0.09,0.00783643435194,327.6558,0.00020185543330200002,0.6562,1.0,1.0,0.002,0.01,-0.00385235240687,4,10,14,11,6,2
1318,90914228,0.09,0.00780333055324,327.6558,0.00025025293733400004,0.8579,1.0,1.0,0.002,0.015,-0.0037657695604699994,4,12,15,12,11,5
1319,28832088,0.09,0.0082576985312,327.6558,0.00021497095431199998,0.6796,1.0,1.0,0.002,0.02,-0.0021486324021999996,5,12,13,10,7,1
1320,66437010,0.09,0.0111935224521,327.6558,0.00030092225896099996,1.1159,1.0,1.0,0.002,0.025,-0.00405003840729,9,13,21,19,12,5
1321,36771991,0.09,0.010997405276600002,327.6558,0.000386285520296,1.4029,1.0,1.0,0.002,0.03,0.00155223166717,6,21,33,26,13,6
1322,45625302,0.09,0.011452755504299998,327.6558,0.000345858312225,1.2391,1.0,1.0,0.002,0.035,1.90981789159e-05,7,21,23,16,15,6
1372,70717677,0.04,0.0075153159502,327.6558,0.000149785671352,0.5153,1.0,1.0,0.002,0.005,0.00313219996743,6,18,14,3,3,1
1373,3112193,0.04,0.00482517863615,327.6558,7.80320721351e-05,0.2412,1.0,1.0,0.002,0.01,-0.00304542728276,6,9,8,1,1,0
1374,45406028,0.04,0.00927212469367,327.6558,0.00019135509968099999,0.706,1.0,1.0,0.002,0.015,0.0026800911873499996,10,15,16,9,3,2
1375,56420559,0.04,0.0042901265327499995,327.6558,6.99041436217e-05,0.2112,1.0,1.0,0.002,0.02,-0.00208421350243,4,6,4,2,1,0
1376,42555480,0.04,0.00767842222144,327.6558,0.00016404803076000001,0.6217,1.0,1.0,0.002,0.025,-0.00348878078773,7,9,11,6,7,3
1377,97337134,0.04,0.00688957810776,327.6558,0.000125226396446,0.4346,1.0,1.0,0.002,0.03,-0.0015180602325599998,8,11,7,4,2,1
1378,3089950,0.04,0.0049623002922099995,327.6558,7.40481556592e-05,0.2321,1.0,1.0,0.002,0.035,-0.00442291554312,6,9,4,1,1,0
1428,89617997,0.05,0.00846597898743,327.6558,0.000204173740185,0.7273,1.0,1.0,0.002,0.005,0.00310063711649,9,17,14,7,7,2
1429,28319972,0.05,0.006233279959270001,327.6558,0.000128076009479,0.4288,1.0,1.0,0.002,0.01,-0.00280049872231,6,10,9,4,1,1
1430,78588928,0.05,0.00704675914826,327.6558,0.000138974822712,0.4972,1.0,1.0,0.002,0.015,-0.00549533295765,7,8,13,5,4,1
1431,15038139,0.05,0.00804731157244,327.6558,0.00015096659603,0.5411,1.0,1.0,0.002,0.02,-0.00407133005297,10,17,8,7,2,1
1432,68873360,0.05,0.005852718512220001,327.6558,0.000156018842504,0.5660000000000001,1.0,1.0,0.002,0.025,-0.0030740882967100003,3,8,9,10,5,2
1433,43261552,0.05,0.00650335181104,327.6558,0.000120117412809,0.4052,1.0,1.0,0.002,0.03,-0.0031439796548899997,7,12,8,4,1,1
1434,31602679,0.05,0.006625816877979999,327.6558,0.00012939371910100002,0.4359,1.0,1.0,0.002,0.035,-0.00345479189236,8,11,12,4,1,1
1484,56468708,0.06,0.010559372813,327.6558,0.00031013844145300003,1.1425,1.0,1.0,0.002,0.005,0.0040069216754699995,10,18,21,15,10,8
1485,33650161,0.06,0.008813130018280001,327.6558,0.000207574143525,0.7543,1.0,1.0,0.002,0.01,-0.00334662100392,8,16,11,12,7,3
1486,26016778,0.06,0.00448883418074,327.6558,8.45717998983e-05,0.2491,1.0,1.0,0.002,0.015,-0.00647949482183,5,6,6,4,1,0
1487,27375833,0.06,0.00678244130263,327.6558,0.000144296680668,0.461,1.0,1.0,0.002,0.02,-0.00223375182175,7,13,12,9,3,0
1488,53414348,0.06,0.00586835505112,327.6558,0.000122686858609,0.3744,1.0,1.0,0.002,0.025,-0.0029827485001999994,5,8,9,7,2,0
1489,95038466,0.06,0.00788368389366,327.6558,0.000185607493089,0.6247,1.0,1.0,0.002,0.03,-0.000293090811104,9,14,15,7,4,1
1490,49205068,0.06,0.005993013042029999,327.6558,0.000119287906685,0.366,1.0,1.0,0.002,0.035,-0.0041385783245300005,5,9,9,5,3,0
1540,64358830,0.07,0.00661100268455,327.6558,0.000156989091979,0.5016,1.0,1.0,0.002,0.005,-0.0033020944885400003,6,12,13,8,4,1
1541,60730671,0.07,0.0065025513216599995,327.6558,0.000147143214939,0.4713,1.0,1.0,0.002,0.01,-0.00461162137453,5,9,13,5,2,1
1542,41673760,0.07,0.0084454024374,327.6558,0.000235472246554,0.8396,1.0,1.0,0.002,0.015,-0.0013331653951800001,7,14,17,11,9,1
1543,10587900,0.07,0.00861799053359,327.6558,0.000266531401262,0.9558,1.0,1.0,0.002,0.02,0.0013471386032,7,16,18,17,10,2
1544,76803941,0.07,0.00771386394712,327.6558,0.000247193088921,0.9374,1.0,1.0,0.002,0.025,-0.00341757568882,5,10,19,16,11,5
1545,43359678,0.07,0.0086949772613,327.6558,0.000256968770215,0.9109999999999999,1.0,1.0,0.002,0.03,-7.15509010109e-05,8,20,21,12,5,2
1546,25218121,0.07,0.007722481317930001,327.6558,0.00020326594557199999,0.6916,1.0,1.0,0.002,0.035,-0.00124707169616,6,13,13,11,4,3
1596,8556718,0.08,0.00796204754454,327.6558,0.000215336447202,0.7312,1.0,1.0,0.002,0.005,-0.00317360760171,7,14,18,12,5,2
1597,3510650,0.08,0.00594841912293,327.6558,0.000153342519722,0.484,1.0,1.0,0.002,0.01,-0.00542036242545,3,11,9,8,6,2
1598,47876997,0.08,0.00747413108556,327.6558,0.000227965524005,0.7679,1.0,1.0,0.002,0.015,-0.0015241208350400002,6,10,15,18,6,2
1599,69508124,0.08,0.0088929984645,327.6558,0.00030099988771499996,1.0665,1.0,1.0,0.002,0.02,0.000615771081382,5,18,22,14,14,5
1600,42785100,0.08,0.00823683402976,327.6558,0.000227823901009,0.7636,1.0,1.0,0.002,0.025,-0.0012384662075999998,6,15,21,14,6,3
1601,95830433,0.08,0.00898294457498,327.6558,0.000262690867074,0.9013,1.0,1.0,0.002,0.03,-0.0007161965129550001,9,16,19,17,5,4
1602,39033482,0.08,0.00718588886235,327.6558,0.000183003301275,0.5825,1.0,1.0,0.002,0.035,-0.0032359751785000002,5,13,14,9,3,2
1652,66165039,0.09,0.007406470706229999,327.6558,0.00021729233995599996,0.7361,1.0,1.0,0.002,0.005,-0.0050324173522200005,5,12,15,12,7,3
1653,96339942,0.09,0.009028455298709999,327.6558,0.00023456418804700002,0.7874,1.0,1.0,0.002,0.01,-0.0027471031202399997,7,15,16,12,4,4
1654,61307073,0.09,0.007408532273039999,327.6558,0.000167715054785,0.5121,1.0,1.0,0.002,0.015,-0.004904448188930001,6,9,10,8,8,1
1655,6400261,0.09,0.009759427101360001,327.6558,0.00027438180148,0.9758,1.0,1.0,0.002,0.02,-0.0032554673864299997,6,12,18,12,10,5
1656,68541220,0.09,0.00844565032829,327.6558,0.000217390860302,0.7576,1.0,1.0,0.002,0.025,-0.0061047954709799995,7,11,13,13,7,2
1657,44146373,0.09,0.0075409873615,327.6558,0.00020042996705200002,0.6198,1.0,1.0,0.002,0.03,-0.00255948128136,6,10,13,11,6,2
1658,80792107,0.09,0.0110544260509,327.6558,0.000334306801701,1.2107,1.0,1.0,0.002,0.035,-0.000269914930298,7,21,23,18,14,8
1708,41727553,0.04,0.0040585607965100004,327.6558,6.02953311633e-05,0.1787,1.0,1.0,0.002,0.005,-0.00484726082614,5,8,3,0,0,0
1709,71956297,0.04,0.00801140147703,327.6558,0.00016810429811500003,0.6144,1.0,1.0,0.002,0.01,0.00134099101399,7,10,15,9,3,2
1710,22116797,0.04,0.00839557880727,327.6558,0.000170459550127,0.6309,1.0,1.0,0.002,0.015,0.000322949068931,8,13,14,7,3,3
1711,50843351,0.04,0.0057727855325,327.6558,0.000110525313624,0.3885,1.0,1.0,0.002,0.02,-0.00163655824894,5,10,7,6,2,1
1712,69742390,0.04,0.00806459713204,327.6558,0.000166247805352,0.6135,1.0,1.0,0.002,0.025,-0.00031841758505500004,6,12,14,7,5,1
1713,72438907,0.04,0.006607345623239999,327.6558,0.000119315175709,0.4244,1.0,1.0,0.002,0.03,-0.0036467915490999998,6,11,10,6,1,1
1714,58957479,0.04,0.00410470598888,327.6558,6.25366690261e-05,0.1861,1.0,1.0,0.002,0.035,-0.00449078831647,5,6,3,1,0,0
1764,6301778,0.05,0.0055426141856,327.6558,0.00011082263395200002,0.358,1.0,1.0,0.002,0.005,-0.0037527109814,4,9,10,7,1,1
1765,14920223,0.05,0.008472501653139999,327.6558,0.00022153025419799997,0.8061,1.0,1.0,0.002,0.01,0.0013800291799000001,6,19,20,9,5,2
1766,11302786,0.05,0.00515776131002,327.6558,0.000114744975212,0.3615,1.0,1.0,0.002,0.015,-0.0014123329576500002,4,8,11,4,2,1
1767,82576801,0.05,0.007624399341120001,327.6558,0.000149584232431,0.5067,1.0,1.0,0.002,0.02,-0.00033050752466500004,9,16,11,4,3,0
1768,14494518,0.05,0.0061024844542999996,327.6558,0.00011317172844299999,0.3854,1.0,1.0,0.002,0.025,-0.0061507636126,5,11,9,4,1,1
1769,7650840,0.05,0.00800409447421,327.6558,0.000216528807277,0.7812,1.0,1.0,0.002,0.03,0.0024420854512900003,6,13,18,11,9,2
1770,85281389,0.05,0.00742743451335,327.6558,0.000167678109656,0.5892,1.0,1.0,0.002,0.035,1.65035893812e-05,6,15,12,8,5,1
1820,24104731,0.06,0.0097200785615,327.6558,0.000232125721528,0.8331,1.0,1.0,0.002,0.005,-0.000882675662797,7,15,19,13,10,1
1821,71010371,0.06,0.009943678581040002,327.6558,0.00027022661793900003,0.9877,1.0,1.0,0.002,0.01,0.0009690690062919999,9,16,18,14,11,4
1822,47342314,0.06,0.00760275678087,327.6558,0.00017209173317500002,0.5778,1.0,1.0,0.002,0.015,-0.00239699523638,7,12,12,11,6,1
1823,69959523,0.06,0.00615794629107,327.6558,0.000183744842805,0.6557,1.0,1.0,0.002,0.02,-0.00167524836781,5,12,15,16,3,2
1824,27658938,0.06,0.00522952331194,327.6558,0.000113659931942,0.3437,1.0,1.0,0.002,0.025,-0.0032287021730999996,5,8,9,5,2,0
1825,60215928,0.06,0.009131125783709998,327.6558,0.000232241482934,0.8446,1.0,1.0,0.002,0.03,-0.00127939328991,8,17,16,10,8,3
1826,24184523,0.06,0.00951713070453,327.6558,0.000252045303908,0.9869,1.0,1.0,0.002,0.035,-0.0038274379692199993,8,16,17,13,7,5
1876,36911092,0.07,0.00751029951198,327.6558,0.000206544210072,0.7256,1.0,1.0,0.002,0.005,-0.00239763389082,6,12,13,11,8,4
1877,24441603,0.07,0.00650170165606,327.6558,0.000150437488996,0.4673,1.0,1.0,0.002,0.01,-0.00376222103453,6,8,10,9,2,0
1878,81744488,0.07,0.0100790324049,327.6558,0.00026151887080200003,0.9378,1.0,1.0,0.002,0.015,-0.0007595257903789999,10,15,18,17,7,3
1879,28396996,0.07,0.00702115356573,327.6558,0.000191523551879,0.6351,1.0,1.0,0.002,0.02,-0.00130655670276,6,13,14,11,5,1
1880,37020734,0.07,0.007792276664600001,327.6558,0.000189303765341,0.6362,1.0,1.0,0.002,0.025,-0.00277315275831,7,12,12,12,3,1
1881,21589069,0.07,0.0077388946514400005,327.6558,0.000202062150099,0.6933,1.0,1.0,0.002,0.03,-0.00231047930997,8,14,15,11,4,2
1882,52467404,0.07,0.007204706417439999,327.6558,0.000167296783139,0.5670000000000001,1.0,1.0,0.002,0.035,-0.00424220940999,8,14,11,9,3,2
1932,88243529,0.08,0.005768588959520001,327.6558,0.000145060653169,0.4382,1.0,1.0,0.002,0.005,-0.00495878299755,5,8,9,9,2,1
1933,10475017,0.08,0.00706196482063,327.6558,0.000183067955251,0.5819,1.0,1.0,0.002,0.01,-0.0025961682488000004,6,11,12,12,2,1
1934,6667296,0.08,0.0106853991886,327.6558,0.000318490635699,1.1724,1.0,1.0,0.002,0.015,-0.000691166996862,7,22,25,17,12,6
1935,42069993,0.08,0.00786209767426,327.6558,0.000234886578285,0.8151,1.0,1.0,0.002,0.02,-0.00249666177834,6,17,21,14,8,2
1936,15824868,0.08,0.0058375899338599995,327.6558,0.000139469623555,0.4498,1.0,1.0,0.002,0.025,-0.00719487845101,7,10,6,8,4,2
1937,17750747,0.08,0.00693734570683,327.6558,0.00019390211450799998,0.6188,1.0,1.0,0.002,0.03,-0.00153413498514,6,12,13,11,5,2
