length,axfold,radfold,surface,volume,Jv,i0,i1
0.085,1.0,200,0.000128484856346523,5.298076098793725e-09,0.007478864868569304,0,0
0.085,1.0,250,0.000128484856346523,5.298076098793725e-09,0.009280273136585512,0,0
0.085,1.0,300,0.000128484856346523,5.298076098793725e-09,0.01105598992064369,0,0
0.085,1.0,350,0.000128484856346523,5.298076098793725e-09,0.012806769487781134,0,0
0.085,1.0,400,0.000128484856346523,5.298076098793725e-09,0.014533334005435756,0,0
0.085,1.0,450,0.000128484856346523,5.298076098793725e-09,0.016236375281973928,0,0
0.085,1.0,500,0.000128484856346523,5.298076098793725e-09,0.017916556394103892,0,0
0.085,1.0,550,0.000128484856346523,5.298076098793725e-09,0.01957451320967973,0,0
0.085,1.0,600,0.000128484856346523,5.298076098793725e-09,0.021210855813687136,0,0
0.085,1.0,650,0.000128484856346523,5.298076098793725e-09,0.022826169844541052,0,0
0.085,1.0,700,0.000128484856346523,5.298076098793725e-09,0.024421017747229306,0,0
0.085,1.0,750,0.000128484856346523,5.298076098793725e-09,0.02599593994930182,0,0
0.085,1.0,800,0.000128484856346523,5.298076098793725e-09,0.027551455965207458,0,0
0.085,1.0,850,0.000128484856346523,5.298076098793725e-09,0.029088065434046503,0,0
0.085,1.0,900,0.000128484856346523,5.298076098793725e-09,0.030606249095391315,0,0
0.085,1.0,950,0.000128484856346523,5.298076098793725e-09,0.032106469707459916,0,0
0.085,1.0,1000,0.000128484856346523,5.298076098793725e-09,0.03358917291160131,0,0
0.085,1.0,1050,0.000128484856346523,5.298076098793725e-09,0.035054788046729894,0,0
0.085,1.0,1100,0.000128484856346523,5.298076098793725e-09,0.036503728917075554,0,0
0.085,1.0,1150,0.000128484856346523,5.298076098793725e-09,0.03793639451635544,0,0
0.085,1.0,1200,0.000128484856346523,5.298076098793725e-09,0.03935316971124317,0,0
0.085,1.0,1250,0.000128484856346523,5.298076098793725e-09,0.040754425886788584,0,0
0.085,1.0,1300,0.000128484856346523,5.298076098793725e-09,0.04214052155625494,0,0
0.085,1.0,1350,0.000128484856346523,5.298076098793725e-09,0.043511802937647705,0,0
0.085,1.0,1400,0.000128484856346523,5.298076098793725e-09,0.044868604499057024,0,0
0.085,1.0,1450,0.000128484856346523,5.298076098793725e-09,0.046211249474768124,0,0
0.09,1.0,50,0.00015082786329884994,6.126262754133143e-09,0.0022416627971868193,0,0
0.09,1.0,100,0.00015082786329884994,6.126262754133143e-09,0.00444280206934458,0,0
0.09,1.0,150,0.00015082786329884994,6.126262754133143e-09,0.006604842038136254,0,0
0.09,1.0,200,0.00015082786329884994,6.126262754133143e-09,0.008729136125003716,0,0
0.09,1.0,250,0.00015082786329884994,6.126262754133143e-09,0.010816971396655878,0,0
0.09,1.0,300,0.00015082786329884994,6.126262754133143e-09,0.012869572677216641,0,0
0.09,1.0,350,0.00015082786329884994,6.126262754133143e-09,0.014888106355904745,0,0
0.09,1.0,400,0.00015082786329884994,6.126262754133143e-09,0.016873683916303554,0,0
0.09,1.0,450,0.00015082786329884994,6.126262754133143e-09,0.01882736521074407,0,0
0.09,1.0,500,0.00015082786329884994,6.126262754133143e-09,0.020750161501092976,0,0
0.09,1.0,550,0.00015082786329884994,6.126262754133143e-09,0.022643038285211033,0,0
0.09,1.0,600,0.00015082786329884994,6.126262754133143e-09,0.024506917926565112,0,0
0.09,1.0,650,0.00015082786329884994,6.126262754133143e-09,0.026342682102854162,0,0
0.09,1.0,700,0.00015082786329884994,6.126262754133143e-09,0.028151174088067395,0,0
0.09,1.0,750,0.00015082786329884994,6.126262754133143e-09,0.02993320088109475,0,0
0.09,1.0,800,0.00015082786329884994,6.126262754133143e-09,0.03168953519283464,0,0
0.09,1.0,850,0.00015082786329884994,6.126262754133143e-09,0.03342091730270012,0,0
0.09,1.0,900,0.00015082786329884994,6.126262754133143e-09,0.035128056794469044,0,0
0.09,1.0,950,0.00015082786329884994,6.126262754133143e-09,0.03681163418055793,0,0
0.09,1.0,1000,0.00015082786329884994,6.126262754133143e-09,0.03847230242304697,0,0
0.09,1.0,1050,0.00015082786329884994,6.126262754133143e-09,0.04011068835905812,0,0
0.09,1.0,1100,0.00015082786329884994,6.126262754133143e-09,0.04172739403746094,0,0
0.09,1.0,1150,0.00015082786329884994,6.126262754133143e-09,0.04332299797331596,0,0
0.09,1.0,1200,0.00015082786329884994,6.126262754133143e-09,0.044898056325919665,0,0
0.09,1.0,1250,0.00015082786329884994,6.126262754133143e-09,0.0464531040058554,0,0
0.09,1.0,1300,0.00015082786329884994,6.126262754133143e-09,0.047988655716026604,0,0
0.09,1.0,1350,0.00015082786329884994,6.126262754133143e-09,0.04950520693122679,0,0
0.09,1.0,1400,0.00015082786329884994,6.126262754133143e-09,0.051003234820483016,0,0
0.09,1.0,1450,0.00015082786329884994,6.126262754133143e-09,0.05248319911603652,0,0
0.095,1.0,50,0.00015609945577157286,6.35883485827841e-09,0.0023183329286497493,0,0
0.095,1.0,100,0.00015609945577157286,6.35883485827841e-09,0.004591533699355591,0,0
0.095,1.0,150,0.00015609945577157286,6.35883485827841e-09,0.00682130903804243,0,0
0.095,1.0,200,0.00015609945577157286,6.35883485827841e-09,0.009009275164326015,0,0
0.095,1.0,250,0.00015609945577157286,6.35883485827841e-09,0.011156963826076605,0,0
0.095,1.0,300,0.00015609945577157286,6.35883485827841e-09,0.013265827854541137,0,0
0.095,1.0,350,0.00015609945577157286,6.35883485827841e-09,0.015337246283970664,0,0
0.095,1.0,400,0.00015609945577157286,6.35883485827841e-09,0.017372529075162534,0,0
0.095,1.0,450,0.00015609945577157286,6.35883485827841e-09,0.01937292147828713,0,0
0.095,1.0,500,0.00015609945577157286,6.35883485827841e-09,0.021339608066815837,0,0
0.095,1.0,550,0.00015609945577157286,6.35883485827841e-09,0.023273716471181784,0,0
0.095,1.0,600,0.00015609945577157286,6.35883485827841e-09,0.025176320838003464,0,0
0.095,1.0,650,0.00015609945577157286,6.35883485827841e-09,0.0270484450381809,0,0
0.095,1.0,700,0.00015609945577157286,6.35883485827841e-09,0.02889106564493896,0,0
0.095,1.0,750,0.00015609945577157286,6.35883485827841e-09,0.030705114700894466,0,0
0.095,1.0,800,0.00015609945577157286,6.35883485827841e-09,0.03249148229143132,0,0
0.095,1.0,850,0.00015609945577157286,6.35883485827841e-09,0.03425101894007248,0,0
0.095,1.0,900,0.00015609945577157286,6.35883485827841e-09,0.03598453784009742,0,0
0.095,1.0,950,0.00015609945577157286,6.35883485827841e-09,0.037692816935353465,0,0
0.095,1.0,1000,0.00015609945577157286,6.35883485827841e-09,0.039376600862074146,0,0
0.095,1.0,1050,0.00015609945577157286,6.35883485827841e-09,0.04103660276244749,0,0
0.095,1.0,1100,0.00015609945577157286,6.35883485827841e-09,0.042673505979744834,0,0
0.095,1.0,1150,0.00015609945577157286,6.35883485827841e-09,0.044287965643980756,0,0
0.095,1.0,1200,0.00015609945577157286,6.35883485827841e-09,0.045880610156289296,0,0
0.095,1.0,1250,0.00015609945577157286,6.35883485827841e-09,0.047452042579516455,0,0
0.095,1.0,1300,0.00015609945577157286,6.35883485827841e-09,0.049002841941909965,0,0
0.095,1.0,1350,0.00015609945577157286,6.35883485827841e-09,0.050533564460185865,0,0
0.095,1.0,1400,0.00015609945577157286,6.35883485827841e-09,0.05204474468778087,0,0
0.095,1.0,1450,0.00015609945577157286,6.35883485827841e-09,0.05353689659357427,0,0
0.1,1.0,50,0.00017700989647386264,7.1378241726626065e-09,0.0026253571964762632,0,0
0.1,1.0,100,0.00017700989647386264,7.1378241726626065e-09,0.0051928270704873925,0,0
0.1,1.0,150,0.00017700989647386264,7.1378241726626065e-09,0.007704839635988198,0,0
0.1,1.0,200,0.00017700989647386264,7.1378241726626065e-09,0.010163683461275644,0,0
0.1,1.0,250,0.00017700989647386264,7.1378241726626065e-09,0.012571515971616407,0,0
0.1,1.0,300,0.00017700989647386264,7.1378241726626065e-09,0.014930372859770936,0,0
0.1,1.0,350,0.00017700989647386264,7.1378241726626065e-09,0.01724217669340546,0,0
0.1,1.0,400,0.00017700989647386264,7.1378241726626065e-09,0.019508744798383028,0,0
0.1,1.0,450,0.00017700989647386264,7.1378241726626065e-09,0.02173179648815144,0,0
0.1,1.0,500,0.00017700989647386264,7.1378241726626065e-09,0.023912959701777255,0,0
0.1,1.0,550,0.00017700989647386264,7.1378241726626065e-09,0.026053777106411685,0,0
0.1,1.0,600,0.00017700989647386264,7.1378241726626065e-09,0.028155711714048192,0,0
0.1,1.0,650,0.00017700989647386264,7.1378241726626065e-09,0.03022015205718282,0,0
0.1,1.0,700,0.00017700989647386264,7.1378241726626065e-09,0.03224841696336516,0,0
0.1,1.0,750,0.00017700989647386264,7.1378241726626065e-09,0.034241759964535816,0,0
0.1,1.0,800,0.00017700989647386264,7.1378241726626065e-09,0.03620137337341339,0,0
0.1,1.0,850,0.00017700989647386264,7.1378241726626065e-09,0.03812839205598046,0,0
0.1,1.0,900,0.00017700989647386264,7.1378241726626065e-09,0.04002389692625172,0,0
0.1,1.0,950,0.00017700989647386264,7.1378241726626065e-09,0.0418889181869473,0,0
0.1,1.0,1000,0.00017700989647386264,7.1378241726626065e-09,0.043724438337444715,0,0
0.1,1.0,1050,0.00017700989647386264,7.1378241726626065e-09,0.04553139496833474,0,0
0.1,1.0,1100,0.00017700989647386264,7.1378241726626065e-09,0.047310683360083046,0,0
0.1,1.0,1150,0.00017700989647386264,7.1378241726626065e-09,0.04906315890170897,0,0
0.1,1.0,1200,0.00017700989647386264,7.1378241726626065e-09,0.05078963934388964,0,0
0.1,1.0,1250,0.00017700989647386264,7.1378241726626065e-09,0.05249090689961702,0,0
0.1,1.0,1300,0.00017700989647386264,7.1378241726626065e-09,0.05416771020436963,0,0
0.1,1.0,1350,0.00017700989647386264,7.1378241726626065e-09,0.05582076614664716,0,0
0.1,1.0,1400,0.00017700989647386264,7.1378241726626065e-09,0.05745076157884391,0,0
0.1,1.0,1450,0.00017700989647386264,7.1378241726626065e-09,0.05905835491748289,0,0
0.105,1.0,50,0.00020047131041086655,8.006097550261834e-09,0.0029703672452515333,0,0
0.105,1.0,100,0.00020047131041086655,8.006097550261834e-09,0.005869591645097569,0,0
0.105,1.0,150,0.00020047131041086655,8.006097550261834e-09,0.008700903711473267,0,0
0.105,1.0,200,0.00020047131041086655,8.006097550261834e-09,0.011467331154935199,0,0
0.105,1.0,250,0.00020047131041086655,8.006097550261834e-09,0.014171714778799102,0,0
0.105,1.0,300,0.00020047131041086655,8.006097550261834e-09,0.016816722894827826,0,0
0.105,1.0,350,0.00020047131041086655,8.006097550261834e-09,0.01940486441870556,0,0
0.105,1.0,400,0.00020047131041086655,8.006097550261834e-09,0.021938500784466217,0,0
0.105,1.0,450,0.00020047131041086655,8.006097550261834e-09,0.024419856800508673,0,0
0.105,1.0,500,0.00020047131041086655,8.006097550261834e-09,0.026851030555492435,0,0
0.105,1.0,550,0.00020047131041086655,8.006097550261834e-09,0.029234002469908812,0,0
0.105,1.0,600,0.00020047131041086655,8.006097550261834e-09,0.03157064357824287,0,0
0.105,1.0,650,0.00020047131041086655,8.006097550261834e-09,0.03386272311711805,0,0
0.105,1.0,700,0.00020047131041086655,8.006097550261834e-09,0.03611191548648359,0,0
0.105,1.0,750,0.00020047131041086655,8.006097550261834e-09,0.038319806643595966,0,0
0.105,1.0,800,0.00020047131041086655,8.006097550261834e-09,0.0404878999831165,0,0
0.105,1.0,850,0.00020047131041086655,8.006097550261834e-09,0.04261762175099512,0,0
0.105,1.0,900,0.00020047131041086655,8.006097550261834e-09,0.04471032603481131,0,0
0.105,1.0,950,0.00020047131041086655,8.006097550261834e-09,0.04676729936883341,0,0
0.105,1.0,1000,0.00020047131041086655,8.006097550261834e-09,0.04878976498815838,0,0
0.105,1.0,1050,0.00020047131041086655,8.006097550261834e-09,0.050778886762837316,0,0
0.105,1.0,1100,0.00020047131041086655,8.006097550261834e-09,0.052735772839785,0,0
0.105,1.0,1150,0.00020047131041086655,8.006097550261834e-09,0.05466147901759898,0,0
0.105,1.0,1200,0.00020047131041086655,8.006097550261834e-09,0.0565570118769099,0,0
0.105,1.0,1250,0.00020047131041086655,8.006097550261834e-09,0.058423331686756536,0,0
0.105,1.0,1300,0.00020047131041086655,8.006097550261834e-09,0.06026135510554406,0,0
0.105,1.0,1350,0.00020047131041086655,8.006097550261834e-09,0.06207195769335137,0,0
0.105,1.0,1400,0.00020047131041086655,8.006097550261834e-09,0.0638559762508844,0,0
0.105,1.0,1450,0.00020047131041086655,8.006097550261834e-09,0.06561421099888079,0,0
0.11,1.0,50,0.00021043015912274385,8.4017811449815e-09,0.0031153081705805065,0,0
0.11,1.0,100,0.00021043015912274385,8.4017811449815e-09,0.006151033027169176,0,0
0.11,1.0,150,0.00021043015912274385,8.4017811449815e-09,0.009111025954628678,0,0
0.11,1.0,200,0.00021043015912274385,8.4017811449815e-09,0.011998881843321178,0,0
0.11,1.0,250,0.00021043015912274385,8.4017811449815e-09,0.014817960360310864,0,0
0.11,1.0,300,0.00021043015912274385,8.4017811449815e-09,0.01757140513008271,0,0
0.11,1.0,350,0.00021043015912274385,8.4017811449815e-09,0.020262161060908297,0,0
0.11,1.0,400,0.00021043015912274385,8.4017811449815e-09,0.022892990022985966,0,0
0.11,1.0,450,0.00021043015912274385,8.4017811449815e-09,0.0254664850586785,0,0
0.11,1.0,500,0.00021043015912274385,8.4017811449815e-09,0.027985083282978992,0,0
0.11,1.0,550,0.00021043015912274385,8.4017811449815e-09,0.030451077613133808,0,0
0.11,1.0,600,0.00021043015912274385,8.4017811449815e-09,0.03286662744976725,0,0
0.11,1.0,650,0.00021043015912274385,8.4017811449815e-09,0.03523376841743902,0,0
0.11,1.0,700,0.00021043015912274385,8.4017811449815e-09,0.037554421260045164,0,0
0.11,1.0,750,0.00021043015912274385,8.4017811449815e-09,0.03983039997556741,0,0
0.11,1.0,800,0.00021043015912274385,8.4017811449815e-09,0.042063419265138416,0,0
0.11,1.0,850,0.00021043015912274385,8.4017811449815e-09,0.04425510136307321,0,0
0.11,1.0,900,0.00021043015912274385,8.4017811449815e-09,0.04640698230718871,0,0
0.11,1.0,950,0.00021043015912274385,8.4017811449815e-09,0.04852051770233561,0,0
0.11,1.0,1000,0.00021043015912274385,8.4017811449815e-09,0.05059708802440399,0,0
0.11,1.0,1050,0.00021043015912274385,8.4017811449815e-09,0.05263800350711336,0,0
0.11,1.0,1100,0.00021043015912274385,8.4017811449815e-09,0.054644508649450564,0,0
0.11,1.0,1150,0.00021043015912274385,8.4017811449815e-09,0.0566177863778091,0,0
0.11,1.0,1200,0.00021043015912274385,8.4017811449815e-09,0.0585589618933555,0,0
0.11,1.0,1250,0.00021043015912274385,8.4017811449815e-09,0.06046910623214549,0,0
0.11,1.0,1300,0.00021043015912274385,8.4017811449815e-09,0.06234923956280215,0,0
0.11,1.0,1350,0.00021043015912274385,8.4017811449815e-09,0.0642003342440812,0,0
0.11,1.0,1400,0.00021043015912274385,8.4017811449815e-09,0.06602331766259777,0,0
0.11,1.0,1450,0.00021043015912274385,8.4017811449815e-09,0.06781907486894642,0,0
0.115,1.0,50,0.00023412907746435909,9.277720636974018e-09,0.003462703593063293,0,0
0.115,1.0,100,0.00023412907746435909,9.277720636974018e-09,0.006830433756391188,0,0
0.115,1.0,150,0.00023412907746435909,9.277720636974018e-09,0.010108141237032579,0,0
0.115,1.0,200,0.00023412907746435909,9.277720636974018e-09,0.013300422106195555,0,0
0.115,1.0,250,0.00023412907746435909,9.277720636974018e-09,0.016411549339972357,0,0
0.115,1.0,300,0.00023412907746435909,9.277720636974018e-09,0.019445501072919095,0,0
0.115,1.0,350,0.00023412907746435909,9.277720636974018e-09,0.022405985926840136,0,0
0.115,1.0,400,0.00023412907746435909,9.277720636974018e-09,0.025296465762447266,0,0
0.115,1.0,450,0.00023412907746435909,9.277720636974018e-09,0.02812017615509096,0,0
0.115,1.0,500,0.00023412907746435909,9.277720636974018e-09,0.030880144856190353,0,0
0.115,1.0,550,0.00023412907746435909,9.277720636974018e-09,0.03357920846813689,0,0
0.115,1.0,600,0.00023412907746435909,9.277720636974018e-09,0.03622002753148163,0,0
0.115,1.0,650,0.00023412907746435909,9.277720636974018e-09,0.038805100198301856,0,0
0.115,1.0,700,0.00023412907746435909,9.277720636974018e-09,0.041336774644202434,0,0
0.115,1.0,750,0.00023412907746435909,9.277720636974018e-09,0.04381726035289638,0,0
0.115,1.0,800,0.00023412907746435909,9.277720636974018e-09,0.04624863839127364,0,0
0.115,1.0,850,0.00023412907746435909,9.277720636974018e-09,0.04863287077899659,0,0
0.115,1.0,900,0.00023412907746435909,9.277720636974018e-09,0.0509718090445397,0,0
0.115,1.0,950,0.00023412907746435909,9.277720636974018e-09,0.05326720204911238,0,0
0.115,1.0,1000,0.00023412907746435909,9.277720636974018e-09,0.05552070315066772,0,0
0.115,1.0,1050,0.00023412907746435909,9.277720636974018e-09,0.057733876772220694,0,0
0.115,1.0,1100,0.00023412907746435909,9.277720636974018e-09,0.059908204431574255,0,0
0.115,1.0,1150,0.00023412907746435909,9.277720636974018e-09,0.06204509028346918,0,0
0.115,1.0,1200,0.00023412907746435909,9.277720636974018e-09,0.0641458662196241,0,0
0.115,1.0,1250,0.00023412907746435909,9.277720636974018e-09,0.06621179656740513,0,0
0.115,1.0,1300,0.00023412907746435909,9.277720636974018e-09,0.06824408242363195,0,0
0.115,1.0,1350,0.00023412907746435909,9.277720636974018e-09,0.07024386565620337,0,0
0.115,1.0,1400,0.00023412907746435909,9.277720636974018e-09,0.07221223260302917,0,0
0.115,1.0,1450,0.00023412907746435909,9.277720636974018e-09,0.07415021749467422,0,0
0.12,1.0,50,0.00024590439504854273,9.737303912108436e-09,0.0036324402474348584,0,0
0.12,1.0,100,0.00024590439504854273,9.737303912108436e-09,0.0071569298470867595,0,0
0.12,1.0,150,0.00024590439504854273,9.737303912108436e-09,0.010579540587680299,0,0
0.12,1.0,200,0.00024590439504854273,9.737303912108436e-09,0.013905877821070025,0,0
0.12,1.0,250,0.00024590439504854273,9.737303912108436e-09,0.01714112485511945,0,0
0.12,1.0,300,0.00024590439504854273,9.737303912108436e-09,0.020290082356902252,0,0
0.12,1.0,350,0.00024590439504854273,9.737303912108436e-09,0.02335720340906844,0,0
0.12,1.0,400,0.00024590439504854273,9.737303912108436e-09,0.02634662476925424,0,0
0.12,1.0,450,0.00024590439504854273,9.737303912108436e-09,0.02926219480429472,0,0
0.12,1.0,500,0.00024590439504854273,9.737303912108436e-09,0.032107498505169196,0,0
0.12,1.0,550,0.00024590439504854273,9.737303912108436e-09,0.034885879932910965,0,0
0.12,1.0,600,0.00024590439504854273,9.737303912108436e-09,0.037600462398495904,0,0
0.12,1.0,650,0.00024590439504854273,9.737303912108436e-09,0.04025416663952926,0,0
0.12,1.0,700,0.00024590439504854273,9.737303912108436e-09,0.042849727222268826,0,0
0.12,1.0,750,0.00024590439504854273,9.737303912108436e-09,0.04538970736819061,0,0
0.12,1.0,800,0.00024590439504854273,9.737303912108436e-09,0.04787651237912515,0,0
0.12,1.0,850,0.00024590439504854273,9.737303912108436e-09,0.05031240181338024,0,0
0.12,1.0,900,0.00024590439504854273,9.737303912108436e-09,0.05269950054655849,0,0
0.12,1.0,950,0.00024590439504854273,9.737303912108436e-09,0.055039808834703934,0,0
0.12,1.0,1000,0.00024590439504854273,9.737303912108436e-09,0.05733521148337988,0,0
0.12,1.0,1050,0.00024590439504854273,9.737303912108436e-09,0.05958748621422426,0,0
0.12,1.0,1100,0.00024590439504854273,9.737303912108436e-09,0.0617983113098702,0,0
0.12,1.0,1150,0.00024590439504854273,9.737303912108436e-09,0.06396927260903855,0,0
0.12,1.0,1200,0.00024590439504854273,9.737303912108436e-09,0.06610186991544163,0,0
0.12,1.0,1250,0.00024590439504854273,9.737303912108436e-09,0.06819752287717613,0,0
0.12,1.0,1300,0.00024590439504854273,9.737303912108436e-09,0.07025757638710416,0,0
0.12,1.0,1350,0.00024590439504854273,9.737303912108436e-09,0.07228330554920423,0,0
0.12,1.0,1400,0.00024590439504854273,9.737303912108436e-09,0.07427592025123725,0,0
0.12,1.0,1450,0.00024590439504854273,9.737303912108436e-09,0.07623656937968755,0,0
0.125,1.0,50,0.00028372163077541,1.1091221018381395e-08,0.004187625536701573,0,0
0.125,1.0,100,0.00028372163077541,1.1091221018381395e-08,0.00824445195606277,0,0
0.125,1.0,150,0.00028372163077541,1.1091221018381395e-08,0.012178345496583243,0,0
0.125,1.0,200,0.00028372163077541,1.1091221018381395e-08,0.015996522541469244,0,0
0.125,1.0,250,0.00028372163077541,1.1091221018381395e-08,0.019705616124509922,0,0
0.125,1.0,300,0.00028372163077541,1.1091221018381395e-08,0.023311734408478186,0,0
0.125,1.0,350,0.00028372163077541,1.1091221018381395e-08,0.026820512245137883,0,0
0.125,1.0,400,0.00028372163077541,1.1091221018381395e-08,0.030237156754164513,0,0
0.125,1.0,450,0.00028372163077541,1.1091221018381395e-08,0.03356648771587058,0,0
0.125,1.0,500,0.00028372163077541,1.1091221018381395e-08,0.03681297345411468,0,0
0.125,1.0,550,0.00028372163077541,1.1091221018381395e-08,0.0399807627867552,0,0
0.125,1.0,600,0.00028372163077541,1.1091221018381395e-08,0.04307371353803769,0,0
0.125,1.0,650,0.00028372163077541,1.1091221018381395e-08,0.046095418037486346,0,0
0.125,1.0,700,0.00028372163077541,1.1091221018381395e-08,0.04904922597095952,0,0
0.125,1.0,750,0.00028372163077541,1.1091221018381395e-08,0.05193826489968365,0,0
0.125,1.0,800,0.00028372163077541,1.1091221018381395e-08,0.05476545872068846,0,0
0.125,1.0,850,0.00028372163077541,1.1091221018381395e-08,0.05753354430607494,0,0
0.125,1.0,900,0.00028372163077541,1.1091221018381395e-08,0.06024508652766679,0,0
0.125,1.0,950,0.00028372163077541,1.1091221018381395e-08,0.06290249184730744,0,0
0.125,1.0,1000,0.00028372163077541,1.1091221018381395e-08,0.06550802063033936,0,0
0.125,1.0,1050,0.00028372163077541,1.1091221018381395e-08,0.06806379832039981,0,0
0.125,1.0,1100,0.00028372163077541,1.1091221018381395e-08,0.07057182559673532,0,0
0.125,1.0,1150,0.00028372163077541,1.1091221018381395e-08,0.07303398762081928,0,0
0.125,1.0,1200,0.00028372163077541,1.1091221018381395e-08,0.07545206246631646,0,0
0.125,1.0,1250,0.00028372163077541,1.1091221018381395e-08,0.0778277288155601,0,0
0.125,1.0,1300,0.00028372163077541,1.1091221018381395e-08,0.08016257299615899,0,0
0.125,1.0,1350,0.00028372163077541,1.1091221018381395e-08,0.08245809542294893,0,0
0.125,1.0,1400,0.00028372163077541,1.1091221018381395e-08,0.08471571650334282,0,0
0.125,1.0,1450,0.00028372163077541,1.1091221018381395e-08,0.086936782057611,0,0
0.13,1.0,50,0.00040584413367988973,1.4941951558658493e-08,0.0059926113018056995,0,0
0.13,1.0,100,0.00040584413367988973,1.4941951558658493e-08,0.011803249178814557,0,0
0.13,1.0,150,0.00040584413367988973,1.4941951558658493e-08,0.017443279014057695,0,0
0.13,1.0,200,0.00040584413367988973,1.4941951558658493e-08,0.02292306349100223,0,0
0.13,1.0,250,0.00040584413367988973,1.4941951558658493e-08,0.028252073085992965,0,0
0.13,1.0,300,0.00040584413367988973,1.4941951558658493e-08,0.033438982178187165,0,0
0.13,1.0,350,0.00040584413367988973,1.4941951558658493e-08,0.03849175291864017,0,0
0.13,1.0,400,0.00040584413367988973,1.4941951558658493e-08,0.04341770864312819,0,0
0.13,1.0,450,0.00040584413367988973,1.4941951558658493e-08,0.04822359832183391,0,0
0.13,1.0,500,0.00040584413367988973,1.4941951558658493e-08,0.05291565330006853,0,0
0.13,1.0,550,0.00040584413367988973,1.4941951558658493e-08,0.05749963738740027,0,0
0.13,1.0,600,0.00040584413367988973,1.4941951558658493e-08,0.06198089118989495,0,0
0.13,1.0,650,0.00040584413367988973,1.4941951558658493e-08,0.06636437144508012,0,0
0.13,1.0,700,0.00040584413367988973,1.4941951558658493e-08,0.07065468600671625,0,0
0.13,1.0,750,0.00040584413367988973,1.4941951558658493e-08,0.0748561250323565,0,0
0.13,1.0,800,0.00040584413367988973,1.4941951558658493e-08,0.07897268884763461,0,0
0.13,1.0,850,0.00040584413367988973,1.4941951558658493e-08,0.08300811289479496,0,0
0.13,1.0,900,0.00040584413367988973,1.4941951558658493e-08,0.0869658901166902,0,0
0.13,1.0,950,0.00040584413367988973,1.4941951558658493e-08,0.09084929107995472,0,0
0.13,1.0,1000,0.00040584413367988973,1.4941951558658493e-08,0.09466138210049477,0,0
0.13,1.0,1050,0.00040584413367988973,1.4941951558658493e-08,0.09840504160004121,0,0
0.13,1.0,1100,0.00040584413367988973,1.4941951558658493e-08,0.10208297489290324,0,0
0.13,1.0,1150,0.00040584413367988973,1.4941951558658493e-08,0.10569772757690796,0,0
